
5494295997050146012019165106466540244475275516611391246658335205712485412671293338337733856552090969045963881584067,5253
5494295997050146012019299322577385381634674927953735651221549144307170814513151984867293112251158851372812621845955,4244
5494448690169854523829138718451194758321272128070806129466428437569073619030544697836425166931193978113332975506883,1213
5494448690169854523279389528429512953421283269828133264056250004444140605195988684087785484075722393011718561732035,3233
5494448690169854523829138718451194758321272128070806128662959415439578481259563651665843865670092481221936557856195,1213
5494448690169854523829138718451194758321272128070806129416211623685980172919858382450763835602375134557620699403715,5253
5494295997050146012019299322577385381634674927953735651171332330424077368402465669481631780922340007817100345742787,4243
5494448690169854523829138718451194758321272128070802838407096981273895862981493267749753870130643867397894002185667,5253
5494448690169854523829138718451194758321272128070805923728141958535224903548710562781950712760391930360137780827587,4244
5494448690169854523829138718451194758321272128070811063921211031980368793399953439075825530657218293068719701104067,6263
5494448690169854523279389528429512953421283269828133264006033190561047159085302368702124152746903549456006285628867,4244
5494448690169854523829138718451194758321272128070814354930325674392453103338318553776835496128949560228446398322115,4244
5494448690169854523829138718451194758321272128070805922924672936405729765777729516611369411499290433468741363176899,1213
5494448690169854523829138718451194758321272128070807772912096389568284483461588324374815565185487025908993003886019,4244
5494448690169854523829138718451194758321272128070804276214912082005444904152075390004992476871772554551783388091843,5253
5494448690169854523829138718451194758321272128070809418014919199709579069545280358640029897290801911043158143669699,5253
5494448690169854523829138718451194758321272128070804277821850126264435179694037482346155079393975548334576223393219,3234
5494448690169854523829138718451194758321272128070804276968164290251846595812370120789912446804055207887467529639363,6263
5494448690169854523829138718451194758321272128070807773665348597814686175121883055159735535117769679244677145433539,4243
5494448690169854523829138718451194758321272128070810858986393575076015215689100350191932377747517742206920924075459,6263
5494448690169854523829138718451194758321272128070814355683577882638854794998613284561755466061232213564130539869635,4243
5494448690169854523279389528429512953421283269828133264759285398807448850745597099487044122679186202791690427176387,4243
5494448690169854523829138718451194758321272128070811064674463240226770485060248169860745500589500946404403842651587,4243
5494448690169854523829138718451194758321272128070814149995508217488099525627465464892942343219249009366647621293507,4243
